1.430930254633073218e+03,1.381229808944565152e+00
7.314376396874341481e+03,1.110726948346797727e+01
4.990384667358538536e+03,7.269548024742142012e+00
1.200694703946047230e+04,1.885440015133755054e+01
1.857902361500892584e+04,2.970330180080750182e+01
2.961865512053547718e+03,3.917641477749197243e+00
3.742296638458674352e+03,5.207674900399475781e+00
5.280931645228109119e+03,7.749421729790392455e+00
8.189383138166565914e+03,1.255196900047854314e+01
2.969682060543646003e+03,3.930566798186791999e+00
5.864701766681111621e+03,8.713503762636324979e+00
9.586872823161862470e+03,1.485918284266623957e+01
1.815910183595152921e+04,2.901012943616695594e+01
5.990773637232246074e+03,8.921695894218700573e+00
1.243077299468290403e+04,1.955405809358227032e+01
1.031932324166110266e+04,1.606838692844921468e+01
1.670559748533803941e+04,2.661079142557851895e+01
1.629799509037004827e+04,2.593794742811315857e+01
1.767801242449603524e+04,2.821598469409397936e+01
2.512897514611634961e+03,3.174994155049030375e+00
1.172967315148437956e+04,1.839666958812980724e+01
3.833101191645237122e+03,5.357724331008961727e+00
1.939405553428748590e+03,2.225311780224275893e+00
1.868484461904653290e+04,2.987798219027613911e+01
7.060582166631993459e+03,1.068821932263071162e+01
1.584140460640183665e+04,2.518423466037950931e+01
1.218124993095469654e+04,1.914214247269161717e+01
4.396595741451897084e+03,6.288716098000107557e+00
1.836669552380671666e+04,2.935280822015491964e+01
3.103810227789454075e+03,4.152340908544768894e+00
1.063933892544165974e+04,1.659669329470849064e+01
5.433885474258141585e+03,8.002031349317093145e+00
6.250599376858101095e+03,9.350754228007660984e+00
6.601357908986694383e+03,9.929950320301889732e+00
3.238449177366811000e+03,4.374928122489304627e+00
1.550127997839076670e+04,2.462277514251611166e+01
3.515895774421532224e+03,4.833523285472244524e+00
9.642065203000431211e+03,1.495030108198129781e+01
6.601959464006246890e+03,9.930943628379093724e+00
4.128175293398978283e+03,5.845267940498620973e+00
3.247461844815185941e+03,4.389826976411169923e+00
1.306544800212291557e+04,2.060177976766540553e+01
1.866097065028799261e+04,2.983857306376382112e+01
5.761279943691039080e+03,8.542712357487276975e+00
1.087501227833180747e+04,1.698575805771661607e+01
2.775375749879960040e+03,3.609226434199839240e+00
1.382643691974179546e+03,1.300888389271747103e+00
3.456622843110933445e+03,4.735558787384135826e+00
8.454953066837646475e+03,1.299042873981671775e+01
7.441074638953899921e+03,1.131646295501196597e+01
1.686166414889895123e+03,1.805291120416078199e+00
1.194075205329379605e+04,1.874512405242411717e+01
9.450414080126123736e+03,1.463389951337162920e+01
8.067952841820391768e+03,1.235148367642080380e+01
8.791488904155597993e+03,1.354604560744541075e+01
1.062818729271930169e+04,1.657828340274306100e+01
1.757417696640757640e+04,2.804458096987376337e+01
5.391736041811461291e+03,7.932420586531231166e+00
9.216209518655163038e+02,5.303796645635394658e-01
1.327783126017150971e+04,2.095237995334888836e+01
1.525745649643024080e+04,2.422028341715862254e+01
1.225887354428926301e+04,1.927028463607713249e+01
1.017196918782738430e+04,1.582512199378406414e+01
1.571217311121560670e+04,2.497090641252548338e+01
6.966745871553054712e+03,1.053327998819604616e+01
4.032327631903178826e+03,5.686908978576767915e+00
9.145798945229988703e+02,5.185355641996713949e-01
1.840845948095330459e+04,2.942174872169855959e+01
1.532435621801779234e+04,2.433071824776232006e+01
1.804625932056198508e+04,2.882385802996302715e+01
8.335374724805100186e+02,3.819314984169885907e-01
5.731449831218909821e+03,8.493450204146299143e+00
4.717970886413561857e+03,6.819591600779753016e+00
6.570809822329044891e+02,8.196610056383279996e-02
6.927716614268133526e+03,1.046883579801710162e+01
8.578525480447278824e+03,1.319444646553614042e+01
3.886471130759305652e+03,5.445911587174928847e+00
9.814391379516762754e+03,1.523479680821378324e+01
5.725769276698672002e+03,8.484069174460916685e+00
1.788727647306453218e+04,2.856142166062888066e+01
9.215197272361476280e+03,1.424557119192266974e+01
5.312270183847472254e+03,7.801179278129052541e+00
6.201920084212764777e+03,9.270369740354494681e+00
9.877027584090917571e+02,6.413808835830359101e-01
5.723574366496387483e+03,8.480444434797545838e+00
5.274036658737802099e+03,7.738034184098578905e+00
1.781258979091187211e+04,2.843813468678754575e+01
1.372343024574945593e+04,2.168796717959792275e+01
1.565195499475903307e+04,2.487150158071167994e+01
1.100706385204787512e+04,1.720375632326388171e+01
2.829401639472255738e+03,3.698581939853144984e+00
1.111121882278667908e+04,1.737570080865755173e+01
1.047561427353801264e+04,1.632640469194111787e+01
9.357508740612338443e+03,1.448051899469289339e+01
1.159196437494296879e+04,1.816933564426243919e+01
1.037534815358589003e+04,1.616087747328373325e+01
8.547569632594380892e+03,1.314333856264598666e+01
1.355981266813343063e+04,2.141787054758879094e+01
6.358978812763106362e+03,9.529720233363905280e+00
6.470054274246517707e+03,9.713135712156152124e+00
