1.511824126429611397e+03,1.381229808944565152e+00
9.444962137615195388e+03,1.110726948346797727e+01
6.313336004387891990e+03,7.269548024742142012e+00
1.576722660261447527e+04,1.885440015133755054e+01
2.462107510403016931e+04,2.970330180080750182e+01
3.578748874156849070e+03,3.917641477749197243e+00
4.631060387147613255e+03,5.207674900399475781e+00
6.704896920526264694e+03,7.749421729790392455e+00
1.062391892571242715e+04,1.255196900047854314e+01
3.589290876585624574e+03,3.930566798186791999e+00
7.491579303145826088e+03,8.713503762636324979e+00
1.250677349900678018e+04,1.485918284266623957e+01
2.405536925215982410e+04,2.901012943616695594e+01
7.661465650477000054e+03,8.921695894218700573e+00
1.633821528015204785e+04,1.955405809358227032e+01
1.349358489546130477e+04,1.606838692844921468e+01
2.209724526191240511e+04,2.661079142557851895e+01
2.154813145001950397e+04,2.593794742811315857e+01
2.340725915334086312e+04,2.821598469409397936e+01
2.973118470703335333e+03,3.174994155049030375e+00
1.539367482859107076e+04,1.839666958812980724e+01
4.753474115380741750e+03,5.357724331008961727e+00
2.199020550979344080e+03,2.225311780224275893e+00
2.476363381259742891e+04,2.987798219027613911e+01
9.102998031704963068e+03,1.068821932263071162e+01
2.093302051553479032e+04,2.518423466037950931e+01
1.600205206413467567e+04,1.914214247269161717e+01
5.513042976119931154e+03,6.288716098000107557e+00
2.433503326098578327e+04,2.935280822015491964e+01
3.770177535585911755e+03,4.152340908544768894e+00
1.392472906139456791e+04,1.659669329470849064e+01
6.911021339743244425e+03,8.002031349317093145e+00
8.011583684656241530e+03,9.350754228007660984e+00
8.484222420758600492e+03,9.929950320301889732e+00
3.951737351844321438e+03,4.374928122489304627e+00
2.047480940524563266e+04,2.462277514251611166e+01
4.325830107708818105e+03,4.833523285472244524e+00
1.258113332423537031e+04,1.495030108198129781e+01
8.485032990784076901e+03,9.930943628379093724e+00
5.151238012525789600e+03,5.845267940498620973e+00
3.963890363501451702e+03,4.389826976411169923e+00
1.719325991639382482e+04,2.060177976766540553e+01
2.473147156169417576e+04,2.983857306376382112e+01
7.352213056375637279e+03,8.542712357487276975e+00
1.424224062846900779e+04,1.698575805771661607e+01
3.327215403430133392e+03,3.609226434199839240e+00
1.446498585521136874e+03,1.300888389271747103e+00
4.245914281590114115e+03,4.735558787384135826e+00
1.098173098994077918e+04,1.299042873981671775e+01
9.615674438743149949e+03,1.131646295501196597e+01
1.856911741382079981e+03,1.805291120416078199e+00
1.567804683495759127e+04,1.874512405242411717e+01
1.232292434785367550e+04,1.463389951337162920e+01
1.046031024437338419e+04,1.235148367642080380e+01
1.143515322724745783e+04,1.354604560744541075e+01
1.390970496128310333e+04,1.657828340274306100e+01
2.326737479130185966e+04,2.804458096987376337e+01
6.854220127479146868e+03,7.932420586531231166e+00
8.219652816235142154e+02,5.303796645635394658e-01
1.747938492370372114e+04,2.095237995334888836e+01
2.014633328432257258e+04,2.422028341715862254e+01
1.610662848806394868e+04,1.927028463607713249e+01
1.329505985343655266e+04,1.582512199378406414e+01
2.075892176854328500e+04,2.497090641252548338e+01
8.976561065801055520e+03,1.053327998819604616e+01
5.022038101465469481e+03,5.686908978576767915e+00
8.124168121899427888e+02,5.185355641996713949e-01
2.439129639019336901e+04,2.942174872169855959e+01
2.023645984869668609e+04,2.433071824776232006e+01
2.390335110097287179e+04,2.882385802996302715e+01
7.025222814598022296e+02,3.819314984169885907e-01
7.312015151488345509e+03,8.493450204146299143e+00
5.946195542861740250e+03,6.819591600779753016e+00
4.638797999747267227e+02,8.196610056383279996e-02
8.923972020372420957e+03,1.046883579801710162e+01
1.114822345211115498e+04,1.319444646553614042e+01
4.825420344059492891e+03,5.445911587174928847e+00
1.281330504584420305e+04,1.523479680821378324e+01
7.304360241141246661e+03,8.484069174460916685e+00
2.368917392901501444e+04,2.856142166062888066e+01
1.200601818244726019e+04,1.424557119192266974e+01
6.747129870218920587e+03,7.801179278129052541e+00
7.945988427844030412e+03,9.270369740354494681e+00
9.115728310843441022e+02,6.413808835830359101e-01
7.301402458043091428e+03,8.480444434797545838e+00
6.695604962193549909e+03,7.738034184098578905e+00
2.358855810952589309e+04,2.843813468678754575e+01
1.807969886178613160e+04,2.168796717959792275e+01
2.067779677519292454e+04,2.487150158071167994e+01
1.442014691673553352e+04,1.720375632326388171e+01
3.400088299309450122e+03,3.698581939853144984e+00
1.456046927862662596e+04,1.737570080865755173e+01
1.370414979393082467e+04,1.632640469194111787e+01
1.219775378701104819e+04,1.448051899469289339e+01
1.520814888638845514e+04,1.816933564426243919e+01
1.356906517805854492e+04,1.616087747328373325e+01
1.110651586580292314e+04,1.314333856264598666e+01
1.785927243879582238e+04,2.141787054758879094e+01
8.157623799110486289e+03,9.529720233363905280e+00
8.307295439061677826e+03,9.713135712156152124e+00
